YEAR  MO  DA  HR      LAT       LON   CO2 10000
2012   2   1  12  38.2848  -96.1673  0.4203E-14
2012   2   1  12  38.2848  -96.1173  0.8403E-14
2012   2   1  12  38.3348  -96.1173  0.2950E-13
2012   2   1  12  38.3848  -96.1173  0.1229E-13
2012   2   1  12  38.4348  -96.1173  0.4031E-14
2012   2   1  12  38.5348  -96.1173  0.4087E-14
2012   2   1  12  38.5848  -96.1173  0.4088E-14
2012   2   1  12  39.1848  -96.1173  0.2899E-13
2012   2   1  12  39.2348  -96.1173  0.4396E-12
2012   2   1  12  39.2848  -96.1173  0.1174E-10
2012   2   1  12  38.3348  -96.0673  0.1682E-13
2012   2   1  12  38.3848  -96.0673  0.2532E-13
2012   2   1  12  38.4348  -96.0673  0.1613E-13
2012   2   1  12  38.5348  -96.0673  0.4042E-14
2012   2   1  12  38.5848  -96.0673  0.2044E-13
2012   2   1  12  38.6348  -96.0673  0.4090E-14
2012   2   1  12  39.0348  -96.0673  0.1929E-13
2012   2   1  12  39.0848  -96.0673  0.6271E-13
2012   2   1  12  39.1348  -96.0673  0.2597E-12
2012   2   1  12  39.1848  -96.0673  0.2406E-11
2012   2   1  12  39.2348  -96.0673  0.1915E-10
2012   2   1  12  39.2848  -96.0673  0.1064E-10
2012   2   1  12  38.3348  -96.0173  0.8093E-14
2012   2   1  12  38.3848  -96.0173  0.2915E-13
2012   2   1  12  38.4348  -96.0173  0.7571E-13
2012   2   1  12  38.4848  -96.0173  0.9216E-13
2012   2   1  12  38.5348  -96.0173  0.4095E-13
2012   2   1  12  38.5848  -96.0173  0.7567E-13
2012   2   1  12  38.6348  -96.0173  0.1077E-12
2012   2   1  12  38.6848  -96.0173  0.1101E-12
2012   2   1  12  38.7348  -96.0173  0.1008E-12
2012   2   1  12  38.7848  -96.0173  0.8769E-13
2012   2   1  12  38.8348  -96.0173  0.1566E-13
2012   2   1  12  38.8848  -96.0173  0.3309E-13
2012   2   1  12  38.9348  -96.0173  0.8223E-13
2012   2   1  12  38.9848  -96.0173  0.1257E-12
2012   2   1  12  39.0348  -96.0173  0.1598E-12
2012   2   1  12  39.0848  -96.0173  0.7832E-12
2012   2   1  12  39.1348  -96.0173  0.3837E-11
2012   2   1  12  39.1848  -96.0173  0.1295E-10
2012   2   1  12  39.2348  -96.0173  0.1144E-10
2012   2   1  12  39.2848  -96.0173  0.1949E-12
2012   2   1  12  38.3848  -95.9673  0.1094E-13
2012   2   1  12  38.4348  -95.9673  0.2644E-13
2012   2   1  12  38.4848  -95.9673  0.7399E-13
2012   2   1  12  38.5348  -95.9673  0.1542E-12
2012   2   1  12  38.5848  -95.9673  0.1344E-12
2012   2   1  12  38.6348  -95.9673  0.1027E-12
2012   2   1  12  38.6848  -95.9673  0.1170E-12
2012   2   1  12  38.7348  -95.9673  0.1262E-12
2012   2   1  12  38.7848  -95.9673  0.2201E-12
2012   2   1  12  38.8348  -95.9673  0.2211E-12
2012   2   1  12  38.8848  -95.9673  0.2907E-12
2012   2   1  12  38.9348  -95.9673  0.3274E-12
2012   2   1  12  38.9848  -95.9673  0.4028E-12
2012   2   1  12  39.0348  -95.9673  0.1433E-11
2012   2   1  12  39.0848  -95.9673  0.4150E-11
2012   2   1  12  39.1348  -95.9673  0.8318E-11
2012   2   1  12  39.1848  -95.9673  0.8917E-11
2012   2   1  12  39.2348  -95.9673  0.1452E-11
2012   2   1  12  39.2848  -95.9673  0.2868E-14
2012   2   1  12  38.4348  -95.9173  0.3986E-14
2012   2   1  12  38.4848  -95.9173  0.3225E-13
2012   2   1  12  38.5348  -95.9173  0.4757E-13
2012   2   1  12  38.5848  -95.9173  0.1450E-12
2012   2   1  12  38.6348  -95.9173  0.2051E-12
2012   2   1  12  38.6848  -95.9173  0.2130E-12
2012   2   1  12  38.7348  -95.9173  0.2380E-12
2012   2   1  12  38.7848  -95.9173  0.2441E-12
2012   2   1  12  38.8348  -95.9173  0.4547E-12
2012   2   1  12  38.8848  -95.9173  0.5594E-12
2012   2   1  12  38.9348  -95.9173  0.7405E-12
2012   2   1  12  38.9848  -95.9173  0.1917E-11
2012   2   1  12  39.0348  -95.9173  0.3874E-11
2012   2   1  12  39.0848  -95.9173  0.6198E-11
2012   2   1  12  39.1348  -95.9173  0.6846E-11
2012   2   1  12  39.1848  -95.9173  0.2022E-11
2012   2   1  12  39.2348  -95.9173  0.8579E-13
2012   2   1  12  38.3848  -95.8673  0.6077E-14
2012   2   1  12  38.4348  -95.8673  0.2218E-13
2012   2   1  12  38.4848  -95.8673  0.2157E-13
2012   2   1  12  38.5348  -95.8673  0.6371E-13
2012   2   1  12  38.5848  -95.8673  0.1414E-12
2012   2   1  12  38.6348  -95.8673  0.1382E-12
2012   2   1  12  38.6848  -95.8673  0.2546E-12
2012   2   1  12  38.7348  -95.8673  0.4049E-12
2012   2   1  12  38.7848  -95.8673  0.5098E-12
2012   2   1  12  38.8348  -95.8673  0.4449E-12
2012   2   1  12  38.8848  -95.8673  0.6286E-12
2012   2   1  12  38.9348  -95.8673  0.1677E-11
2012   2   1  12  38.9848  -95.8673  0.3042E-11
2012   2   1  12  39.0348  -95.8673  0.3835E-11
2012   2   1  12  39.0848  -95.8673  0.4411E-11
2012   2   1  12  39.1348  -95.8673  0.1949E-11
2012   2   1  12  39.1848  -95.8673  0.2512E-12
2012   2   1  12  38.3848  -95.8173  0.7040E-14
2012   2   1  12  38.4348  -95.8173  0.1832E-13
2012   2   1  12  38.4848  -95.8173  0.4486E-13
2012   2   1  12  38.5348  -95.8173  0.8234E-13
2012   2   1  12  38.5848  -95.8173  0.1185E-12
2012   2   1  12  38.6348  -95.8173  0.2268E-12
2012   2   1  12  38.6848  -95.8173  0.2362E-12
2012   2   1  12  38.7348  -95.8173  0.2729E-12
2012   2   1  12  38.7848  -95.8173  0.4033E-12
2012   2   1  12  38.8348  -95.8173  0.7689E-12
2012   2   1  12  38.8848  -95.8173  0.1673E-11
2012   2   1  12  38.9348  -95.8173  0.2124E-11
2012   2   1  12  38.9848  -95.8173  0.2574E-11
2012   2   1  12  39.0348  -95.8173  0.2961E-11
2012   2   1  12  39.0848  -95.8173  0.1779E-11
2012   2   1  12  39.1348  -95.8173  0.4057E-12
2012   2   1  12  39.1848  -95.8173  0.1916E-13
2012   2   1  12  38.4348  -95.7673  0.1002E-13
2012   2   1  12  38.4848  -95.7673  0.3794E-13
2012   2   1  12  38.5348  -95.7673  0.5971E-13
2012   2   1  12  38.5848  -95.7673  0.9401E-13
2012   2   1  12  38.6348  -95.7673  0.8525E-13
2012   2   1  12  38.6848  -95.7673  0.2360E-12
2012   2   1  12  38.7348  -95.7673  0.4470E-12
2012   2   1  12  38.7848  -95.7673  0.7206E-12
2012   2   1  12  38.8348  -95.7673  0.1067E-11
2012   2   1  12  38.8848  -95.7673  0.1491E-11
2012   2   1  12  38.9348  -95.7673  0.1843E-11
2012   2   1  12  38.9848  -95.7673  0.2029E-11
2012   2   1  12  39.0348  -95.7673  0.1444E-11
2012   2   1  12  39.0848  -95.7673  0.3432E-12
2012   2   1  12  39.1348  -95.7673  0.4587E-13
2012   2   1  12  38.4348  -95.7173  0.2477E-13
2012   2   1  12  38.4848  -95.7173  0.3912E-13
2012   2   1  12  38.5348  -95.7173  0.5501E-13
2012   2   1  12  38.5848  -95.7173  0.1594E-12
2012   2   1  12  38.6348  -95.7173  0.3230E-12
2012   2   1  12  38.6848  -95.7173  0.4554E-12
2012   2   1  12  38.7348  -95.7173  0.5875E-12
2012   2   1  12  38.7848  -95.7173  0.6915E-12
2012   2   1  12  38.8348  -95.7173  0.1295E-11
2012   2   1  12  38.8848  -95.7173  0.1513E-11
2012   2   1  12  38.9348  -95.7173  0.1521E-11
2012   2   1  12  38.9848  -95.7173  0.1044E-11
2012   2   1  12  39.0348  -95.7173  0.3862E-12
2012   2   1  12  39.0848  -95.7173  0.8080E-13
2012   2   1  12  39.1348  -95.7173  0.2349E-14
2012   2   1  12  38.4848  -95.6673  0.4467E-14
2012   2   1  12  38.5348  -95.6673  0.4656E-13
2012   2   1  12  38.5848  -95.6673  0.1173E-12
2012   2   1  12  38.6348  -95.6673  0.2054E-12
2012   2   1  12  38.6848  -95.6673  0.4567E-12
2012   2   1  12  38.7348  -95.6673  0.6331E-12
2012   2   1  12  38.7848  -95.6673  0.8651E-12
2012   2   1  12  38.8348  -95.6673  0.9714E-12
2012   2   1  12  38.8848  -95.6673  0.9454E-12
2012   2   1  12  38.9348  -95.6673  0.7587E-12
2012   2   1  12  38.9848  -95.6673  0.3747E-12
2012   2   1  12  39.0348  -95.6673  0.1453E-12
2012   2   1  12  39.0848  -95.6673  0.2365E-13
2012   2   1  12  38.4348  -95.6173  0.9877E-14
2012   2   1  12  38.4848  -95.6173  0.3142E-13
2012   2   1  12  38.5348  -95.6173  0.5172E-13
2012   2   1  12  38.5848  -95.6173  0.1135E-12
2012   2   1  12  38.6348  -95.6173  0.2638E-12
2012   2   1  12  38.6848  -95.6173  0.4598E-12
2012   2   1  12  38.7348  -95.6173  0.5369E-12
2012   2   1  12  38.7848  -95.6173  0.5435E-12
2012   2   1  12  38.8348  -95.6173  0.6609E-12
2012   2   1  12  38.8848  -95.6173  0.6150E-12
2012   2   1  12  38.9348  -95.6173  0.3394E-12
2012   2   1  12  38.9848  -95.6173  0.1129E-12
2012   2   1  12  39.0348  -95.6173  0.2719E-13
2012   2   1  12  38.3848  -95.5673  0.6159E-14
2012   2   1  12  38.4348  -95.5673  0.1232E-13
2012   2   1  12  38.4848  -95.5673  0.2328E-13
2012   2   1  12  38.5348  -95.5673  0.8182E-13
2012   2   1  12  38.5848  -95.5673  0.1495E-12
2012   2   1  12  38.6348  -95.5673  0.2518E-12
2012   2   1  12  38.6848  -95.5673  0.2682E-12
2012   2   1  12  38.7348  -95.5673  0.3468E-12
2012   2   1  12  38.7848  -95.5673  0.3484E-12
2012   2   1  12  38.8348  -95.5673  0.3677E-12
2012   2   1  12  38.8848  -95.5673  0.2140E-12
2012   2   1  12  38.9348  -95.5673  0.1654E-12
2012   2   1  12  38.9848  -95.5673  0.2851E-13
2012   2   1  12  39.0348  -95.5673  0.2545E-14
2012   2   1  12  38.5348  -95.5173  0.1653E-13
2012   2   1  12  38.5848  -95.5173  0.7977E-13
2012   2   1  12  38.6348  -95.5173  0.1554E-12
2012   2   1  12  38.6848  -95.5173  0.1228E-12
